,PrimaryKey,Species,ScientificName,percent
546811,17102311331270502017-09-01,THLO,Thelesperma longipes,2.333333333
547802,17121913294110702017-09-01,VIDE3,Viguiera dentata,0.6666666667
547844,17102311331270502017-09-01,VIDE3,Viguiera dentata,1.333333333
548803,18010308093494312017-09-01,CYGY,Cyphomeris gypsophiloides,0.3333333333
548835,17121913294110702017-09-01,CYGY,Cyphomeris gypsophiloides,0.3333333333
548901,17103012585095442017-09-01,CYGY,Cyphomeris gypsophiloides,0.3333333333
548903,17111313043229692017-09-01,CYGY,Cyphomeris gypsophiloides,0.6666666667
549934,17103012585095442017-09-01,LIAU4,Linum australe,0.3333333333
550967,17103012585095442017-09-01,MUSE,Muhlenbergia setifolia,5.666666667
551243,20163527200815B1,MUSE,Muhlenbergia setifolia,1.960784314
551262,20163553201907B1,MUSE,Muhlenbergia setifolia,17.64705882
551310,20163553202015B2,MUSE,Muhlenbergia setifolia,0.9803921569
551490,20123535061001O2,MUSE,Muhlenbergia setifolia,3.921568627
551993,1711131552179952017-09-01,NOTE,Nolina texana,0.6666666667
552000,17103012585095442017-09-01,NOTE,Nolina texana,0.6666666667
552002,17111313043229692017-09-01,NOTE,Nolina texana,3.333333333
552166,181002125231952018-09-01,NOTE,Nolina texana,2
552253,18091209434177762018-09-01,NOTE,Nolina texana,1.333333333
552953,17110814135644082017-09-01,OESU3,Oenothera suffrutescens,0.3333333333
553033,17103012585095442017-09-01,OESU3,Oenothera suffrutescens,5
554066,17103012585095442017-09-01,PF184,NA,0.3333333333
555099,17103012585095442017-09-01,PG132,NA,1.333333333
556192,17110108381741922017-09-01,PF89,NA,1.333333333
557085,17110814135644082017-09-01,AF253,NA,1
558118,17110814135644082017-09-01,PSTA,Psilostrophe tagetina,0.6666666667
559232,17111308011268372017-09-01,BETR5,Berberis trifoliolata,1.666666667
560265,17111308011268372017-09-01,BOWA,Bouteloua warnockii,3.333333333
560266,17111313043229692017-09-01,BOWA,Bouteloua warnockii,4.333333333
561298,17111308011268372017-09-01,CEAPAU,Ceanothus pauciflorus,1.666666667
562331,17111308011268372017-09-01,CHPA16,Chamaesaracha pallida,1
563364,17111308011268372017-09-01,CORTUB,Coryphantha tuberculosa,0.3333333333
564397,17111308011268372017-09-01,ERNE9,Erioneuron nealleyi,2
565430,17111308011268372017-09-01,MUTE4,Muhlenbergia tenuifolia,0.6666666667
566463,17111308011268372017-09-01,OEBR,Oenothera brachycarpa,0.3333333333
567496,17111308011268372017-09-01,POSC6,Porophyllum scoparium,2
568530,17111313043229692017-09-01,GIAC4,Giliastrum acerosum,0.6666666667
569563,17111313043229692017-09-01,HOAC,Houstonia acerosa,0.6666666667
570520,17120711082878692017-09-01,STBA,Stenandrium barbatum,0.3333333333
570548,17120712004655932017-09-01,STBA,Stenandrium barbatum,0.3333333333
570596,17111313043229692017-09-01,STBA,Stenandrium barbatum,0.3333333333
571629,17111313043229692017-09-01,TIQHISS,NA,0.6666666667
572653,1711131552179952017-09-01,ERAV,Erioneuron avenaceum,0.3333333333
573609,17111714051770062017-09-01,CHLI2,Chilopsis linearis,8
574307,20123515010901O1,CHLI2,Chilopsis linearis,3.921568627
574642,17111714051770062017-09-01,POHA5,Portulaca halimoides,0.3333333333
575663,1801041148192262017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,0.3333333333
575683,17120710130815002017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,0.6666666667
575696,17112007395653062017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,2.666666667
575699,17120714123799902017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,3
575705,18010416171778082017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,1
575715,18010508303074152017-09-01,ERABN,Eriogonum abertianum var. neomexicanum,11.33333333
576710,17112715381165862017-09-01,AF219,NA,0.6666666667
577743,17112715381165862017-09-01,AF541,NA,6.666666667
578776,17112715381165862017-09-01,AG06,NA,4
579809,17112715381165862017-09-01,BOCO2,Boerhavia coulteri,1
580842,17112715381165862017-09-01,CHSE8,Chamaesyce setiloba,0.3333333333
581880,17113016121217952017-09-01,DAPO,Dalea pogonathera,0.3333333333
582913,17113016121217952017-09-01,ZIOB,Ziziphus obtusifolia,0.3333333333
583957,17121913294110702017-09-01,AF406,NA,0.3333333333
583964,17120408421048582017-09-01,AF406,NA,0.6666666667
584998,17120410561463082017-09-01,AF374,NA,6
585004,1801050800368442017-09-01,AF374,NA,0.3333333333
585008,18010514045283942017-09-01,AF374,NA,0.6666666667
585016,18010514592237542017-09-01,AF374,NA,1
586013,17120710130815002017-09-01,AF258,NA,0.3333333333
586018,17120614042441072017-09-01,AF258,NA,1
586020,17120712441691032017-09-01,AF258,NA,0.6666666667
587046,17120710130815002017-09-01,AG08,NA,0.3333333333
588081,17120711082878692017-09-01,AYMI,Ayenia microphylla,0.3333333333
589113,17120713220934652017-09-01,EPAS,Ephedra aspera,2
589114,17120711082878692017-09-01,EPAS,Ephedra aspera,0.3333333333
589142,17120712004655932017-09-01,EPAS,Ephedra aspera,0.6666666667
590147,17120711082878692017-09-01,TISU,Tidestromia suffruticosa,0.3333333333
590175,17120712004655932017-09-01,TISU,Tidestromia suffruticosa,0.3333333333
591208,17120712004655932017-09-01,COWA,Condalia warnockii,5.666666667
591795,2011355061301P1,COWA,Condalia warnockii,5.882352941
592218,17120712441691032017-09-01,DENE,Desmodium neomexicanum,0.3333333333
593245,17120713220934652017-09-01,ECHOH,Echinocactus horizonthalonius var. horizonthalonius,0.6666666667
594278,17120713220934652017-09-01,ECST2,Echinocereus stramineus,1
595311,17120713220934652017-09-01,ECVIC2,Echinocereus viridiflorus var. cylindricus,0.3333333333
596353,17121913294110702017-09-01,IPCR,Ipomoea cristulata,2
596365,18010416171778082017-09-01,IPCR,Ipomoea cristulata,6.333333333
597386,17121913294110702017-09-01,UNSP,Ungnadia speciosa,1.666666667
598417,17121914572277772017-09-01,AF628,NA,0.3333333333
599503,18010208375744432017-09-01,PG133,NA,0.3333333333
600453,18010308093494312017-09-01,COAN,Cologania angustifolia,0.6666666667
601486,18010308093494312017-09-01,MOMI,Morus microphylla,0.6666666667
602519,18010308093494312017-09-01,PG120,NA,0.6666666667
602563,18010416171778082017-09-01,PG120,NA,0.3333333333
603553,18010407164069142017-09-01,PF416,NA,0.3333333333
604586,18010407164069142017-09-01,PF418,NA,1
605619,18010407164069142017-09-01,PG122,NA,1
605672,18010508303074152017-09-01,PG122,NA,1
606695,18010416171778082017-09-01,AF255,NA,0.6666666667
607728,18010416171778082017-09-01,AF266,NA,0.3333333333
608761,18010416171778082017-09-01,AG500,NA,6.666666667
609794,18010416171778082017-09-01,CEBR6,Cercocarpus breviflorus,4.666666667
610827,18010416171778082017-09-01,DIAS,Dieteria asteroides,4
611860,18010416171778082017-09-01,HEMU3,Heliomeris multiflora,10
612893,18010416171778082017-09-01,HEPI2,Heterosperma pinnatum,8.333333333
613926,18010416171778082017-09-01,MUPA2,Muhlenbergia pauciflora,0.3333333333
614143,18082311161867972018-09-01,MUPA2,Muhlenbergia pauciflora,0.6666666667
614959,18010416171778082017-09-01,PG29,NA,0.6666666667
615992,18010416171778082017-09-01,QUAR,Quercus arizonica,6
617027,1801050800368442017-09-01,BOER,Boerhavia erecta,5.333333333
618060,1801050800368442017-09-01,CYSQ,Cyperus squarrosus,2
619100,1801050806219792017-09-01,PACO11,Parthenium confertum,0.3333333333
620134,18010508303074152017-09-01,PG00,"Perennial grass, dead beyond recognition",0.3333333333
621431,18061410345826432018-09-01,ABCO,Abies concolor,0.6666666667
623061,18061410345826432018-09-01,AMUT,Amelanchier utahensis,2
623062,18061410345826432018-09-01,AMUT,Amelanchier utahensis,2
625127,18061410345826432018-09-01,ROWO,Rosa woodsii,0.6666666667
625128,18061410345826432018-09-01,ROWO,Rosa woodsii,0.6666666667
626596,18061410345826432018-09-01,SOVE6,Solidago velutina,0.6666666667
628226,18061410345826432018-09-01,SYRO,Symphoricarpos rotundifolius,0.6666666667
628227,18061410345826432018-09-01,SYRO,Symphoricarpos rotundifolius,0.6666666667
628246,18080610042963662018-09-01,SYRO,Symphoricarpos rotundifolius,2
628247,18080610042963662018-09-01,SYRO,Symphoricarpos rotundifolius,2
629680,18080512512118632018-09-01,ANPA4,Antennaria parvifolia,1.333333333
629684,18062108303329702018-09-01,ANPA4,Antennaria parvifolia,1.333333333
630655,1806211324543582018-09-01,NEAM,Neokochia americana,9.333333333
631690,18062815112217432018-09-01,CRPA21,Cryptantha palmeri,1.333333333
632767,1807050859008522018-09-01,PHIN,Phacelia integrifolia,0.6666666667
633118,20113523080501O2,PHIN,Phacelia integrifolia,7.843137255
633833,18072614084494712018-09-01,PF18,NA,1.333333333
633859,1809060823365332018-09-01,PF18,NA,0.6666666667
634798,18080214335172282018-09-01,TEAR4,Tetraneuris argentea,0.6666666667
635859,18101509451336602018-09-01,KOSC,Kochia scoparia,50.66666667
635875,1808040958089242018-09-01,KOSC,Kochia scoparia,1.333333333
635878,18080512512118632018-09-01,KOSC,Kochia scoparia,0.6666666667
636939,18080511551982992018-09-01,CYSP,Cymopterus spellenbergii,0.6666666667
637972,18080511551982992018-09-01,PF20,NA,0.6666666667
639559,18080512512118632018-09-01,LUAR3,Lupinus argenteus,1.333333333
639560,18080512512118632018-09-01,LUAR3,Lupinus argenteus,1.333333333
641535,18081613391779242018-09-01,VEBR,Verbena bracteata,4
641536,18081613391779242018-09-01,VEBR,Verbena bracteata,4
643067,18082311161867972018-09-01,TOIN,Townsendia incana,0.6666666667
644070,18083014330734422018-09-01,AMRE,Amaranthus retroflexus,2.666666667
644074,18091113334856172018-09-01,AMRE,Amaranthus retroflexus,0.6666666667
644123,18101509451336602018-09-01,AMRE,Amaranthus retroflexus,6
645105,18091010291491292018-09-01,CHRE4,Chamaesyce revoluta,0.6666666667
646138,18091010291491292018-09-01,OPMA2,Opuntia macrorhiza,0.6666666667
646139,18091014175652702018-09-01,OPMA2,Opuntia macrorhiza,0.6666666667
646174,18100909095538102018-09-01,OPMA2,Opuntia macrorhiza,0.6666666667
647289,18091209434177762018-09-01,LYSE3,Lycurus setosus,6
648311,18092008195453402018-09-01,OPTO3,Opuntia tortispina,1.333333333
648322,18091209434177762018-09-01,OPTO3,Opuntia tortispina,2
649355,18091209434177762018-09-01,PG09,NA,0.6666666667
650388,18091209434177762018-09-01,QUUN,Quercus undulata,20
651421,18091209434177762018-09-01,SH03,NA,3.333333333
652443,18092008195453402018-09-01,COVI9,Coryphantha vivipara,0.6666666667
653492,18092113512272962018-09-01,OECO2,Oenothera coronopifolia,0.6666666667
654408,18092511244439192018-09-01,CHPA28,Chamaesyce parryi,2.666666667
655961,18092611265154052018-09-01,ANMI3,Antennaria microphylla,0.6666666667
655962,18092611265154052018-09-01,ANMI3,Antennaria microphylla,0.6666666667
657508,18092611265154052018-09-01,ELHI6,Elymus hispidus,0.6666666667
658567,1810021458385922018-09-01,PG20,NA,1.333333333
660147,18100407485041802018-09-01,MESA,Medicago sativa,0.6666666667
660148,18100407485041802018-09-01,MESA,Medicago sativa,0.6666666667
661684,18101509451336602018-09-01,CHCO2,Chamaesaracha coronopus,4.666666667
662717,18101509451336602018-09-01,ERSE,Eragrostis secundiflora,0.6666666667
662905,20153541201815B1,ERSE,Eragrostis secundiflora,0.9803921569
663750,18101509451336602018-09-01,PHFON,Physalis foetens var. neomexicana,2
664783,18101509451336602018-09-01,SOJA,Solanum jamesii,0.6666666667
666391,18102206570034922018-09-01,MURI,Muhlenbergia richardsonis,2.666666667
666392,18102206570034922018-09-01,MURI,Muhlenbergia richardsonis,2.666666667
666651,20163535201006B2,MURI,Muhlenbergia richardsonis,0.9803921569
666652,20163535201006B2,MURI,Muhlenbergia richardsonis,0.9803921569
666687,20163553201907B2,MURI,Muhlenbergia richardsonis,7.843137255
666688,20163553201907B2,MURI,Muhlenbergia richardsonis,7.843137255
666711,2016353200603B3,MURI,Muhlenbergia richardsonis,0.9803921569
666712,2016353200603B3,MURI,Muhlenbergia richardsonis,0.9803921569
666959,2014353200618B2,MURI,Muhlenbergia richardsonis,2.941176471
666960,2014353200618B2,MURI,Muhlenbergia richardsonis,2.941176471
667103,2011355010501P2,MURI,Muhlenbergia richardsonis,7.843137255
667104,2011355010501P2,MURI,Muhlenbergia richardsonis,7.843137255
667195,20123539041001R1,MURI,Muhlenbergia richardsonis,1.960784314
667196,20123539041001R1,MURI,Muhlenbergia richardsonis,1.960784314
667301,2012355010501R3,MURI,Muhlenbergia richardsonis,0.9803921569
667302,2012355010501R3,MURI,Muhlenbergia richardsonis,0.9803921569
667962,20163515200106B1,LARRE,NA,2.380952381
667964,20163523200205B1,LARRE,NA,1.960784314
667976,20163535201108B1,LARRE,NA,0.9803921569
667977,20163523201218B1,LARRE,NA,3.921568627
667984,20163513201505B1,LARRE,NA,3.921568627
667989,2016355201811B1,LARRE,NA,12.74509804
668004,20163515200106B2,LARRE,NA,3.921568627
668005,20163523200205B2,LARRE,NA,8.823529412
668006,20163523200217B2,LARRE,NA,5.882352941
668019,20163535201019B2,LARRE,NA,2.941176471
668020,20163535201108B2,LARRE,NA,7.843137255
668021,20163523201218B2,LARRE,NA,5.882352941
668022,20163535201113B2,LARRE,NA,2.941176471
668023,20163517201220B2,LARRE,NA,0.9803921569
668029,20163513201505B2,LARRE,NA,0.9803921569
668034,2016355201811B2,LARRE,NA,0.9803921569
668053,20153517200306B1,LARRE,NA,5.882352941
668066,20153535201008B1,LARRE,NA,13.7254902
668067,20153535201115B1,LARRE,NA,14.70588235
668088,20153517200306B2,LARRE,NA,10.78431373
668126,20143515200105B1,LARRE,NA,0.9803921569
668127,20143515200109B1,LARRE,NA,1.960784314
668163,20143515200109B2,LARRE,NA,0.9803921569
668204,20113513030101O2,LARRE,NA,4.901960784
668211,20113513090502P1,LARRE,NA,19.60784314
668222,20113529010101O1,LARRE,NA,3.921568627
668225,20113513050201O1,LARRE,NA,0.9803921569
668229,20113529010101O2,LARRE,NA,5.882352941
668239,20113523080501O1,LARRE,NA,5.882352941
668247,20113515100801O1,LARRE,NA,0.9803921569
668249,20113535031303O1,LARRE,NA,21.56862745
668250,20113535031303O2,LARRE,NA,30.39215686
668251,20113551061201O1,LARRE,NA,12.74509804
668252,20113551061201O2,LARRE,NA,2.941176471
668253,20113551041101R2,LARRE,NA,5.882352941
668263,20113513040801R1,LARRE,NA,20.58823529
668264,20113513040801R2,LARRE,NA,20.58823529
668265,20113513090502P2,LARRE,NA,17.64705882
668266,20113551041101R1,LARRE,NA,7.843137255
668274,20113513050301R1,LARRE,NA,2.941176471
668280,20113513020201R1,LARRE,NA,7.843137255
668309,20123523140301O2,LARRE,NA,2.941176471
668313,20123523070601O2,LARRE,NA,0.9803921569
669237,20113513030101O2,GRIND,Grindelia,4.901960784
669241,2011353120401O1,GRIND,Grindelia,0.9803921569
669247,2011353120401O2,GRIND,Grindelia,1.960784314
669257,20113529030501R3,GRIND,Grindelia,0.9803921569
669260,20113529010901O2,GRIND,Grindelia,1.960784314
669295,20113513080101R1,GRIND,Grindelia,0.9803921569
669307,20113513050301R1,GRIND,Grindelia,2.941176471
669314,20113513020201R2,GRIND,Grindelia,1.960784314
670029,20163525200104B1,YUCCA,NA,1.960784314
670033,20163515200407B1,YUCCA,NA,1.063829787
670039,2016355200920B1,YUCCA,NA,0.9803921569
670048,20163529201413B1,YUCCA,NA,2.941176471
670056,2016355201813B1,YUCCA,NA,1.960784314
670069,20163525200104B2,YUCCA,NA,0.9803921569
670080,2016355200813B2,YUCCA,NA,0.9803921569
670083,2016355200920B2,YUCCA,NA,0.9803921569
670091,20163513201320B2,YUCCA,NA,1.960784314
670093,20163529201413B2,YUCCA,NA,2.941176471
670098,20163525201706B2,YUCCA,NA,0.9803921569
670101,2016355201813B2,YUCCA,NA,0.9803921569
670120,20153529200315B1,YUCCA,NA,0.9803921569
670125,20153535200515B1,YUCCA,NA,1.960784314
670130,20153515200916B1,YUCCA,NA,0.9803921569
670131,20153535201001B1,YUCCA,NA,0.9803921569
670165,20153535201001B2,YUCCA,NA,0.9803921569
670206,2014355200907B1,YUCCA,NA,0.9803921569
670207,20143515200917B1,YUCCA,NA,2.941176471
670239,20143535200701B2,YUCCA,NA,0.9803921569
670240,20143535200716B2,YUCCA,NA,0.9803921569
670244,20143535201003B2,YUCCA,NA,0.9803921569
670247,20143513201307B2,YUCCA,NA,4.901960784
670264,20143535201101B3,YUCCA,NA,1.960784314
670291,20113513050201O1,YUCCA,NA,0.9803921569
670334,20113545071401G1,YUCCA,NA,1.960784314
670336,20113515091001O1,YUCCA,NA,0.9803921569
670337,20113515091001O2,YUCCA,NA,2.941176471
670344,20113553051401R3,YUCCA,NA,0.9803921569
670345,20113525040101O2,YUCCA,NA,0.9803921569
670347,20113513020201R2,YUCCA,NA,1.960784314
670362,20123515080901O2,YUCCA,NA,1.960784314
670363,20123515080901O1,YUCCA,NA,2.941176471
670369,20123529020801R1,YUCCA,NA,0.9803921569
670406,20123515051001R1,YUCCA,NA,1.960784314
670407,20123515051001R2,YUCCA,NA,8.988764045
671062,20163525200104B1,ARIST,Aristida,0.9803921569
671066,20163515200407B1,ARIST,Aristida,2.127659574
671071,20163527200815B1,ARIST,Aristida,3.921568627
671072,2016355200920B1,ARIST,Aristida,2.941176471
671084,20163551201601B1,ARIST,Aristida,0.9803921569
671089,2016355201813B1,ARIST,Aristida,0.9803921569
671091,20163553201914B1,ARIST,Aristida,1.960784314
671099,20163545202418B1,ARIST,Aristida,2.941176471
671100,20163531202507B1,ARIST,Aristida,0.9803921569
671102,20163525200104B2,ARIST,Aristida,3.921568627
671106,20163529200302B2,ARIST,Aristida,0.9803921569
671112,2016353200603B2,ARIST,Aristida,5.882352941
671115,20163515200906B2,ARIST,Aristida,0.9803921569
671116,2016355200920B2,ARIST,Aristida,1.960784314
671121,20163535201113B2,ARIST,Aristida,0.9803921569
671134,2016355201813B2,ARIST,Aristida,2.941176471
671136,20163553201914B2,ARIST,Aristida,4.901960784
671148,20163527200812B3,ARIST,Aristida,0.9803921569
671151,20153515200103B1,ARIST,Aristida,1.960784314
671154,20153515200401B1,ARIST,Aristida,0.9803921569
671156,2015355200403B1,ARIST,Aristida,6.862745098
671158,20153535200515B1,ARIST,Aristida,2.941176471
671161,2015355200808B1,ARIST,Aristida,1.960784314
671163,20153515200916B1,ARIST,Aristida,2.941176471
671165,20153535201008B1,ARIST,Aristida,0.9803921569
671169,20153541201815B1,ARIST,Aristida,7.843137255
671176,20153527201916B1,ARIST,Aristida,15.68627451
671178,20153553202019B1,ARIST,Aristida,0.9803921569
671185,20153515200103B2,ARIST,Aristida,8.823529412
671186,20153523200218B2,ARIST,Aristida,1.960784314
671190,2015355200403B2,ARIST,Aristida,10.78431373
671192,20153535200515B2,ARIST,Aristida,8.823529412
671197,20153515200916B2,ARIST,Aristida,1.960784314
671199,20153535201008B2,ARIST,Aristida,2.941176471
671206,20153515201720B2,ARIST,Aristida,0.9803921569
671208,2015355201809B2,ARIST,Aristida,0.9803921569
671209,20153541201815B2,ARIST,Aristida,1.960784314
671225,20143515200105B1,ARIST,Aristida,2.941176471
671226,20143515200109B1,ARIST,Aristida,15.68627451
671230,20143515200411B1,ARIST,Aristida,1.960784314
671231,2014355200413B1,ARIST,Aristida,2.941176471
671232,20143553200511B1,ARIST,Aristida,0.9803921569
671238,2014355200803B1,ARIST,Aristida,3.921568627
671239,2014355200907B1,ARIST,Aristida,0.9803921569
671240,20143515200917B1,ARIST,Aristida,5.882352941
671253,2014355201807B1,ARIST,Aristida,6.862745098
671262,20143515200109B2,ARIST,Aristida,0.9803921569
671266,20143515200411B2,ARIST,Aristida,2.941176471
671267,2014355200413B2,ARIST,Aristida,1.960784314
671270,2014356200601B2,ARIST,Aristida,2.941176471
671274,2014355200803B2,ARIST,Aristida,5.882352941
671276,20143515200917B2,ARIST,Aristida,3.921568627
671286,20143515201703B2,ARIST,Aristida,1.960784314
671287,20143525201708B2,ARIST,Aristida,2.941176471
671288,2014355201807B2,ARIST,Aristida,6.862745098
671291,20143553202014B2,ARIST,Aristida,13.7254902
671294,20143539202319B2,ARIST,Aristida,2.941176471
671302,20113513030101O1,ARIST,Aristida,0.9803921569
671304,20123551091201R1,ARIST,Aristida,0.9803921569
671317,2011355120601P2,ARIST,Aristida,28.43137255
671319,20113545101101U1,ARIST,Aristida,9.803921569
671320,20113553071201O2,ARIST,Aristida,0.9803921569
671322,20113519050401R1,ARIST,Aristida,0.9803921569
671324,20113513050201O1,ARIST,Aristida,0.9803921569
671325,20113513050201O2,ARIST,Aristida,6.862745098
671329,20113513080101R2,ARIST,Aristida,0.9803921569
671334,20113525010301O1,ARIST,Aristida,5.882352941
671335,20113525010301O2,ARIST,Aristida,0.9803921569
671336,2011355061301P1,ARIST,Aristida,6.862745098
671338,20113523080501O1,ARIST,Aristida,2.941176471
671339,20113523080501O2,ARIST,Aristida,0.9803921569
671343,2011355010501P2,ARIST,Aristida,0.9803921569
671344,2011355010501P1,ARIST,Aristida,6.862745098
671347,20113515100801O2,ARIST,Aristida,12.74509804
671351,20113551061201O2,ARIST,Aristida,11.76470588
671354,20113553071001O2,ARIST,Aristida,1.960784314
671355,20113513070701O1,ARIST,Aristida,14.70588235
671356,20113527101101O1,ARIST,Aristida,2.941176471
671358,20113533011201R1,ARIST,Aristida,0.9803921569
671366,20113527101101O2,ARIST,Aristida,7.843137255
671368,20113545071401G2,ARIST,Aristida,0.9803921569
671369,20113515091001O1,ARIST,Aristida,0.9803921569
671370,20113515091001O2,ARIST,Aristida,4.901960784
671375,20113515060701O2,ARIST,Aristida,11.23595506
671376,20113553051401R2,ARIST,Aristida,2.02020202
671377,20113553051401R3,ARIST,Aristida,8.823529412
671378,20113525040101O2,ARIST,Aristida,0.9803921569
671382,2011353110301O2,ARIST,Aristida,16.66666667
671393,20123543070501G1,ARIST,Aristida,0.9803921569
671395,20123515080901O2,ARIST,Aristida,12.74509804
671410,20123515010901O2,ARIST,Aristida,0.9803921569
671421,20123551040701O2,ARIST,Aristida,0.9803921569
671426,20123531061201R1,ARIST,Aristida,1.960784314
671430,20123535020601O1,ARIST,Aristida,0.9803921569
671435,20123535010801O3,ARIST,Aristida,0.9803921569
671436,20123551091201R3,ARIST,Aristida,0.9803921569
671438,2012355140703O1,ARIST,Aristida,3.614457831
671442,2012355010501R3,ARIST,Aristida,1.960784314
672095,20163525200104B1,CROTO,NA,1.960784314
672112,20163513201320B1,CROTO,NA,0.9803921569
672113,20163513201406B1,CROTO,NA,1.960784314
672136,20163515200106B2,CROTO,NA,0.9803921569
672156,20163513201317B2,CROTO,NA,0.9803921569
672157,20163513201320B2,CROTO,NA,0.9803921569
672189,2015355200403B1,CROTO,NA,2.941176471
672196,20153515200916B1,CROTO,NA,0.9803921569
672230,20153515200916B2,CROTO,NA,1.960784314
672231,20153535201001B2,CROTO,NA,0.9803921569
672272,2014355200907B1,CROTO,NA,0.9803921569
672273,20143515200917B1,CROTO,NA,0.9803921569
672276,20143535201101B1,CROTO,NA,0.9803921569
672284,20143515201703B1,CROTO,NA,1.960784314
672299,20143515200411B2,CROTO,NA,0.9803921569
672319,20143515201703B2,CROTO,NA,3.921568627
672335,20113513030101O1,CROTO,NA,7.843137255
672341,2011355081101P3,CROTO,NA,0.9803921569
672357,20113513050201O1,CROTO,NA,1.960784314
672369,2011355061301P1,CROTO,NA,0.9803921569
672375,20123515030501R2,CROTO,NA,0.9803921569
672380,20113515100801O2,CROTO,NA,0.9803921569
672402,20113515091001O1,CROTO,NA,2.941176471
672403,20113515091001O2,CROTO,NA,1.960784314
672405,20113525040101O1,CROTO,NA,3.225806452
672411,20113525040101O2,CROTO,NA,0.9803921569
672428,20123515080901O2,CROTO,NA,6.862745098
672429,20123515080901O1,CROTO,NA,0.9803921569
672470,2012355140703O2,CROTO,NA,0.9803921569
672472,20123515051001R1,CROTO,NA,10.78431373
672473,20123515051001R2,CROTO,NA,8.988764045
672475,2012355010501R3,CROTO,NA,1.960784314
673313,20143513201407B1,EPVI,Ephedra viridis,0.9803921569
673368,20113513030101O1,EPVI,Ephedra viridis,1.960784314
673419,20113529070201O3,EPVI,Ephedra viridis,0.9803921569
673443,20113553051401R3,EPVI,Ephedra viridis,0.9803921569
673465,20123513110301R1,EPVI,Ephedra viridis,1.960784314
673485,20123551040701O3,EPVI,Ephedra viridis,0.9803921569
674277,20153553202019B1,EUPHO,Euphorbia,0.9803921569
674279,20153549202214B1,EUPHO,Euphorbia,0.9803921569
674314,20153549202214B2,EUPHO,Euphorbia,1.960784314
674351,20143525201708B1,EUPHO,Euphorbia,0.9803921569
674354,20143553202013B1,EUPHO,Euphorbia,1.960784314
674373,2014355200803B2,EUPHO,Euphorbia,0.9803921569
674401,20113513030101O1,EUPHO,Euphorbia,4.901960784
674403,20123551091201R1,EUPHO,Euphorbia,4.901960784
674406,2011353120401O1,EUPHO,Euphorbia,2.941176471
674409,20113513090502P1,EUPHO,Euphorbia,0.9803921569
674411,2011353160301R1,EUPHO,Euphorbia,0.9803921569
674412,2011353120401O2,EUPHO,Euphorbia,5.882352941
674413,20123515110501R1,EUPHO,Euphorbia,2.941176471
674433,20113525010301O1,EUPHO,Euphorbia,0.9803921569
674438,20113523080501O2,EUPHO,Euphorbia,13.7254902
674445,20113515100801O1,EUPHO,Euphorbia,0.9803921569
674448,20113535031303O2,EUPHO,Euphorbia,0.9803921569
674463,20113513090502P2,EUPHO,Euphorbia,6.862745098
674464,20113551041101R1,EUPHO,Euphorbia,2.941176471
674469,20113515091001O2,EUPHO,Euphorbia,0.9803921569
674470,20113515060701O1,EUPHO,Euphorbia,0.9803921569
674471,20113525040101O1,EUPHO,Euphorbia,1.075268817
674480,2011353110301O1,EUPHO,Euphorbia,0.9803921569
674481,2011353110301O2,EUPHO,Euphorbia,2.941176471
674495,20123515080901O1,EUPHO,Euphorbia,1.960784314
674525,20123531061201R1,EUPHO,Euphorbia,1.960784314
674535,20123551091201R3,EUPHO,Euphorbia,4.901960784
674540,20123553041601R3,EUPHO,Euphorbia,5.882352941
674541,2012355010501R3,EUPHO,Euphorbia,0.9803921569
674548,20123553041601R1,EUPHO,Euphorbia,10.78431373
675328,20153515200901B2,PECTI,NA,0.9803921569
675434,20113513030101O1,PECTI,NA,1.960784314
675479,20113515100801O2,PECTI,NA,3.921568627
675507,20113515060701O2,PECTI,NA,2.247191011
676226,20163515200106B1,ASTER,NA,2.380952381
676227,20163525200104B1,ASTER,NA,9.803921569
676235,2016355200813B1,ASTER,NA,0.9803921569
676267,20163525200104B2,ASTER,NA,0.9803921569
676268,20163515200106B2,ASTER,NA,2.941176471
676281,2016355200920B2,ASTER,NA,0.9803921569
676297,20163515201719B2,ASTER,NA,0.9803921569
676299,2016355201813B2,ASTER,NA,2.941176471
676314,20163543202503B3,ASTER,NA,1.960784314
676339,2015355201809B1,ASTER,NA,0.9803921569
676342,20153553202018B1,ASTER,NA,0.9803921569
676351,20153523200218B2,ASTER,NA,0.9803921569
676371,20153515201720B2,ASTER,NA,0.9803921569
676373,2015355201809B2,ASTER,NA,11.76470588
676377,20153553202018B2,ASTER,NA,1.960784314
676388,20153539202313B3,ASTER,NA,0.9803921569
676400,2014353200618B1,ASTER,NA,0.9803921569
676401,20143535200701B1,ASTER,NA,0.9803921569
676468,20113513030101O2,ASTER,NA,0.9803921569
676473,2011355081101P3,ASTER,NA,0.9803921569
676478,2011353120401O2,ASTER,NA,9.803921569
676509,2011355010501P1,ASTER,NA,0.9803921569
676535,20113515091001O2,ASTER,NA,1.960784314
676557,20123539070901O2,ASTER,NA,0.9803921569
676571,20123545101401G2,ASTER,NA,1.960784314
677442,20143523201219B1,FOUQU,NA,0.9803921569
